City,Customer Name,Customer Segment,Customer Type,Feedback,Gender,Order Date,Order ID,Order Priority,POS,Product Category,Product Container,Product Name,Product Sub-Category,Promotion,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Discount,Labour Cost,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Garden City,Liz Price,Consumer,Direct,Satisified,Female,07/10/09,47520,Not Specified,Point of Sales,Office Supplies,Small Box,GBC VeloBinder Strips,Binders and Binder Accessories,Outdoor Advertising,Central,6676,09/10/09,Regular Air,Michigan,48135,0.09,3.08,1,36,0.35,-64.4115,277.88,6.16,7.68
Moore,Nat Gilpin,Consumer,Direct,Satisified,Female,15/03/12,52995,Not Specified,Point of Sales,Office Supplies,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,Window Display,Central,7431,15/03/12,Regular Air,Oklahoma,73160,0.03,3.135,1,8,0.4,-35.512,33.39,6.27,3.36
Brookings,Lisa DeCherney,Consumer,Direct,Satisified,Female,30/12/10,25735,Not Specified,Point of Sales,Office Supplies,Wrap Bag,DIXON Ticonderoga¨ Erasable Checking Pencils,Pens & Art Supplies,Outdoor Advertising,Central,3603,13/01/11,Regular Air,South Dakota,57006,0.02,0.995,1,45,0.46,44.15,260.37,1.99,5.58
Kingsville,Ivan Liston,Consumer,Direct,Unsatisfied,Female,30/10/12,17061,Critical,Point of Sales,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,Radio Advertising,Central,2361,01/11/12,Regular Air,Texas,78363,0.01,0.35,1,28,0.56,10.01,80.53,0.7,2.88
Hopkins,Hunter Lopez,Consumer,Direct,Unsatisfied,Female,10/03/11,44610,High,Point of Sales,Office Supplies,Small Box,Avery 506,Labels,Radio Advertising,Central,6302,10/03/11,Regular Air,Minnesota,55305,0.07,0.25,1,31,0.39,54.21,127.9,0.5,4.13
Kingsville,Ivan Liston,Consumer,Direct,Unsatisfied,Female,10/09/11,14368,High,Point of Sales,Office Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,Radio Advertising,Central,2012,12/09/11,Regular Air,Texas,78363,0.1,4.495,1,37,0.56,99.79,1218.08,8.99,34.58
Hopkins,Ivan Liston,Consumer,Direct,Unsatisfied,Female,19/01/12,11969,Not Specified,Point of Sales,Office Supplies,Large Box,"Carina Mini System Audio Rack, Model AR050B",Storage & Organization,Radio Advertising,Central,1660,20/01/12,Regular Air,Minnesota,55305,0.08,17.5,1,16,0.82,-553.06,1684.96,35,110.98
Kingsville,Ivan Liston,Consumer,Direct,Unsatisfied,Female,29/04/11,17252,Not Specified,Point of Sales,Office Supplies,Small Box,Xerox 1917,Paper,Radio Advertising,Central,2378,30/04/11,Regular Air,Texas,78363,0.03,2.985,1,48,0.38,1006.72,2283.22,5.97,48.91
Port Huron,Shahid Shariari,Consumer,Direct,Very Satisfied,Female,16/04/10,56321,Critical,Point of Sales,Office Supplies,Small Box,Wilson Jones ÒSnapÓ Scratch Pad Binder Tool for Ring Binders,Binders and Binder Accessories,Outdoor Advertising,Central,7875,18/04/10,Regular Air,Michigan,48060,0.1,2.795,1,24,0.4,-75.394,135.88,5.59,5.8
Oakdale,Steve Carroll,Consumer,Direct,Very Satisfied,Female,14/08/09,29956,Critical,Point of Sales,Office Supplies,Wrap Bag,Newell 307,Pens & Art Supplies,Outdoor Advertising,Central,4213,15/08/09,Regular Air,Minnesota,55128,0.09,0.415,1,48,0.57,-12.95,80.33,0.83,1.82
Oakdale,Steve Carroll,Consumer,Direct,Very Satisfied,Female,03/08/12,37412,High,Point of Sales,Office Supplies,Small Pack,Fiskars¨ Softgrip Scissors,"Scissors, Rulers and Trimmers",Outdoor Advertising,Central,5256,05/08/12,Regular Air,Minnesota,55128,0.03,1.685,1,17,0.57,6.02,191.67,3.37,10.98
Pontiac,Shahid Shariari,Consumer,Direct,Very Satisfied,Female,26/07/09,24933,Low,Point of Sales,Office Supplies,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Paper,Outdoor Advertising,Central,3499,28/07/09,Regular Air,Michigan,48342,0.01,1.135,1,14,0.36,39.64,142.81,2.27,10.14
Oakdale,Steve Carroll,Consumer,Direct,Very Satisfied,Female,17/05/12,53667,Medium,Point of Sales,Office Supplies,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,Outdoor Advertising,Central,7515,19/05/12,Regular Air,Minnesota,55128,0.08,3.135,1,33,0.4,-159.735,112.36,6.27,3.36
Port Huron,Shahid Shariari,Consumer,Direct,Very Satisfied,Female,17/09/09,41412,Not Specified,Point of Sales,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,Outdoor Advertising,Central,5836,19/09/09,Regular Air,Michigan,48060,0.03,3.89,1,47,0.37,-237.544,263.81,7.78,5.4
North Ridgeville,Sally Hughsby,Consumer,Direct,Satisified,Female,25/06/10,10373,Critical,Point of Sales,Office Supplies,Small Box,Xerox 21,Paper,Outdoor Advertising,East,1439,27/06/10,Regular Air,Ohio,44039,0.03,3.3,1,28,0.37,-71.73,193.16,6.6,6.48
North Olmsted,Ryan Akin,Consumer,Direct,Satisified,Female,31/03/11,32454,Critical,Point of Sales,Office Supplies,Small Box,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,Outdoor Advertising,East,4564,01/04/11,Regular Air,Ohio,44070,0.05,2.74,1,12,0.37,-29.5895,83.89,5.48,6.81
North Olmsted,Sally Hughsby,Consumer,Direct,Satisified,Female,19/08/10,2368,Critical,Point of Sales,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,Outdoor Advertising,East,344,21/08/10,Regular Air,Ohio,44070,0.08,6.66,1,36,0.43,-229.67,508.73,13.32,14.81
Valley Stream,Anne Pryor,Consumer,Direct,Satisified,Female,21/02/10,43940,Critical,Point of Sales,Office Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,Film Advertising,East,6205,22/02/10,Regular Air,New York,11580,0.08,4.495,1,44,0.59,176.13,1717.21,8.99,40.97
Colonia,Giulietta Dortch,Consumer,Direct,Satisified,Female,24/07/10,45030,High,Point of Sales,Office Supplies,Small Box,Recycled Eldon Regeneration Jumbo File,Storage & Organization,Film Advertising,East,6353,26/07/10,Regular Air,New Jersey,7067,0.03,3.065,1,1,0.57,-7.25,18.16,6.13,12.28
Naugatuck,Giulietta Dortch,Consumer,Direct,Satisified,Female,15/10/10,30023,Low,Point of Sales,Office Supplies,Small Box,"SimpliFileª Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Storage & Organization,Film Advertising,East,4226,24/10/10,Regular Air,Connecticut,6770,0.1,4.3,1,14,0.57,-76.34,157.33,8.6,11.35
Waterville,Giulietta Dortch,Consumer,Direct,Satisified,Female,15/10/10,30023,Low,Point of Sales,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,Film Advertising,East,4228,15/10/10,Regular Air,Maine,4901,0,4.495,1,36,0.59,19.73,840.24,8.99,21.38
Utica,Anne Pryor,Consumer,Direct,Satisified,Female,06/07/09,39744,Medium,Point of Sales,Office Supplies,Wrap Bag,Riverleaf Stik-Withit¨ Designer Note Cubes¨,Paper,Film Advertising,East,5605,08/07/09,Regular Air,New York,13501,0.01,1.03,1,6,0.39,7.59,63.61,2.06,10.06
Valley Stream,Anne Pryor,Consumer,Direct,Satisified,Female,20/09/10,46725,Not Specified,Point of Sales,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,Film Advertising,East,6571,21/09/10,Regular Air,New York,11580,0.04,3.125,1,8,0.58,-24.86,137.42,6.25,16.91
Valley Stream,Anne Pryor,Consumer,Direct,Satisified,Female,20/09/10,46725,Not Specified,Point of Sales,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,Film Advertising,East,6570,22/09/10,Regular Air,New York,11580,0.03,0.6,1,13,0.55,10.96,80,1.2,5.84
Auburn,Hunter Lopez,Consumer,Direct,Unsatisfied,Female,14/12/09,38882,Critical,Point of Sales,Office Supplies,Small Box,Xerox 1888,Paper,Radio Advertising,East,5470,14/12/09,Regular Air,Maine,4210,0.06,2.425,1,40,0.37,1043.43,2169.49,4.85,55.48
Shrewsbury,Hunter Lopez,Consumer,Direct,Unsatisfied,Female,02/09/12,25666,Critical,Point of Sales,Office Supplies,Small Box,"Fellowes Strictly Business¨ Drawer File, Letter/Legal Size",Storage & Organization,Radio Advertising,East,3599,03/09/12,Regular Air,MA,1545,0.06,9.995,1,36,0.73,369.46,5072.34,19.99,140.85
Bennington,Hunter Lopez,Consumer,Direct,Unsatisfied,Female,02/09/12,25666,Critical,Point of Sales,Office Supplies,Small Box,Portable Personal File Box,Storage & Organization,Radio Advertising,East,3598,02/09/12,Regular Air,Vermont,5201,0.1,2.405,1,23,0.58,-37.85,260.08,4.81,12.21
Cincinnati,Alejandro Grove,Consumer,Direct,Unsatisfied,Female,14/04/12,52007,Medium,Point of Sales,Office Supplies,Small Box,Avery 507,Labels,Outdoor Advertising,East,7296,14/04/12,Regular Air,Ohio,45231,0.1,0.25,1,25,0.39,22.2,68.54,0.5,2.88
Stow,Steve Nguyen,Consumer,Direct,Very Satisfied,Female,02/10/11,3460,High,Point of Sales,Office Supplies,Small Box,"Perma STOR-ALLª Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage & Organization,Outdoor Advertising,East,500,04/10/11,Regular Air,Ohio,44224,0.08,2.345,1,27,0.68,-95.15,153.23,4.69,5.98
Beavercreek,Tony Chapman,Consumer,Direct,Very Satisfied,Female,11/05/11,53127,High,Point of Sales,Office Supplies,Small Box,Vinyl Sectional Post Binders,Binders and Binder Accessories,Window Display,East,7446,12/05/11,Regular Air,Ohio,45431,0.07,1.495,1,50,0.35,857.344,1893.29,2.99,37.7
Stow,Steve Nguyen,Consumer,Direct,Very Satisfied,Female,05/01/10,14755,High,Point of Sales,Office Supplies,Wrap Bag,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Pens & Art Supplies,Outdoor Advertising,East,2061,05/01/10,Regular Air,Ohio,44224,0.09,0.35,1,31,0.44,29.57,111.48,0.7,3.85
Strongsville,Steve Nguyen,Consumer,Direct,Very Satisfied,Female,01/08/10,28321,Medium,Point of Sales,Office Supplies,Small Box,Avery 511,Labels,Outdoor Advertising,East,3968,01/08/10,Regular Air,Ohio,44136,0.03,0.495,1,28,0.37,24.71,90.5,0.99,3.08
Middle River,Scott Cohen,Consumer,Direct,Very UnSatisfied,Female,22/06/09,29633,Critical,Point of Sales,Office Supplies,Medium Box,Iris Project Case,Storage & Organization,Outdoor Advertising,East,4175,23/06/09,Regular Air,Maryland,21220,0.01,3.25,1,11,0.59,-43.24,96.01,6.5,7.98
Middle River,Scott Cohen,Consumer,Direct,Very UnSatisfied,Female,14/06/11,29506,Critical,Point of Sales,Office Supplies,Small Box,Presstex Flexible Ring Binders,Binders and Binder Accessories,Outdoor Advertising,East,4160,16/06/11,Regular Air,Maryland,21220,0.01,0.745,1,46,0.35,59.704,221.13,1.49,4.55
Laurel,Sanjit Jacobs,Consumer,Direct,Very UnSatisfied,Female,28/08/10,31616,Critical,Point of Sales,Office Supplies,Small Box,Avery 481,Labels,Outdoor Advertising,East,4436,29/08/10,Regular Air,Maryland,20707,0.04,0.495,1,46,0.37,36.96,141.08,0.99,3.08
Middle River,Scott Cohen,Consumer,Direct,Very UnSatisfied,Female,14/06/11,29506,Critical,Point of Sales,Office Supplies,Small Box,Staples¨ General Use 3-Ring Binders,Binders and Binder Accessories,Outdoor Advertising,East,4161,15/06/11,Regular Air,Maryland,21220,0.05,0.745,1,8,0.37,-5.6235,16.35,1.49,1.88
Depew,Sarah Brown,Consumer,Direct,Very UnSatisfied,Female,01/09/12,43270,Critical,Point of Sales,Office Supplies,Small Box,Avery 503,Labels,Outdoor Advertising,East,6108,03/09/12,Regular Air,New York,14043,0.06,0.495,1,35,0.37,154.54,343.92,0.99,10.35
Laurel,Sanjit Jacobs,Consumer,Direct,Very UnSatisfied,Female,28/08/10,31616,Critical,Point of Sales,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,Outdoor Advertising,East,4435,29/08/10,Regular Air,Maryland,20707,0.08,2.705,1,45,0.35,-156.4115,182.7,5.41,4.24
Hagerstown,Sanjit Jacobs,Consumer,Direct,Very UnSatisfied,Female,31/08/09,1031,Medium,Point of Sales,Office Supplies,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders and Binder Accessories,Outdoor Advertising,East,166,02/09/09,Regular Air,Maryland,21740,0,2.595,1,34,0.38,-52.21,226.1,5.19,6.37
Laurel,Sanjit Jacobs,Consumer,Direct,Very UnSatisfied,Female,03/10/11,29351,Medium,Point of Sales,Office Supplies,Small Box,Ibico Hi-Tech Manual Binding System,Binders and Binder Accessories,Outdoor Advertising,East,4134,05/10/11,Regular Air,Maryland,20707,0.05,9.995,1,17,0.4,1784.0395,5122.61,19.99,304.99
Depew,Sarah Brown,Consumer,Direct,Very UnSatisfied,Female,04/08/09,57504,Not Specified,Point of Sales,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,Outdoor Advertising,East,8054,07/08/09,Regular Air,New York,14043,0.01,0.695,1,44,0.36,160.02,357.48,1.39,7.64
Oviedo,Linda Southworth,Consumer,Direct,Neutral,Female,03/01/10,8998,Low,Point of Sales,Office Supplies,Small Box,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,Outdoor Advertising,South,1236,08/01/10,Regular Air,Florida,32765,0.04,2.75,1,13,0.57,-19.75,178.13,5.5,13.43
Oviedo,Linda Southworth,Consumer,Direct,Neutral,Female,03/01/10,8998,Low,Point of Sales,Office Supplies,Small Box,Eureka The Boss¨ Cordless Rechargeable Stick Vac,Appliances,Outdoor Advertising,South,1234,07/01/10,Regular Air,Florida,32765,0.07,6.83,1,37,0.58,66.47,1767.88,13.66,50.98
Ormond Beach,Linda Southworth,Consumer,Direct,Neutral,Female,14/09/10,1542,Medium,Point of Sales,Office Supplies,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,Outdoor Advertising,South,232,16/09/10,Regular Air,Florida,32174,0.06,1.995,1,47,0.56,586.93,2150.25,3.99,48.58
Oviedo,Linda Southworth,Consumer,Direct,Neutral,Female,14/09/10,1542,Medium,Point of Sales,Office Supplies,Small Box,Steel Personal Filing/Posting Tote,Storage & Organization,Outdoor Advertising,South,233,16/09/10,Regular Air,Florida,32765,0.08,3.155,1,13,0.58,27.2,448,6.31,35.51
Poinciana,Russell D'Ascenzo,Consumer,Direct,Satisified,Female,13/05/12,8130,Critical,Point of Sales,Office Supplies,Small Box,"ACCOHIDE¨ 3-Ring Binder, Blue, 1""",Binders and Binder Accessories,Outdoor Advertising,South,1105,15/05/12,Regular Air,Florida,34759,0.03,2.52,1,15,0.38,-47.2305,66.33,5.04,4.13
Palm Beach Gardens,Linda Southworth,Consumer,Direct,Satisified,Female,18/11/09,56608,Critical,Point of Sales,Office Supplies,Wrap Bag,Revere Boxed Rubber Bands by Revere,Rubber Bands,Outdoor Advertising,South,7918,20/11/09,Regular Air,Florida,33403,0.1,0.38,1,23,0.83,-15.11,42.23,0.76,1.89
Farragut,Brosina Hoffman,Consumer,Direct,Satisified,Female,06/10/11,19911,High,Point of Sales,Office Supplies,Medium Box,3M Office Air Cleaner,Appliances,Television Advertising,South,2755,07/10/11,Regular Air,Tennessee,37922,0.07,2.685,1,43,0.5,213.26,1054.7,5.37,25.98
Gadsden,Lori Olson,Consumer,Direct,Satisified,Female,07/10/10,8933,High,Point of Sales,Office Supplies,Small Box,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders and Binder Accessories,Outdoor Advertising,South,1215,08/10/10,Regular Air,Alabama,35904,0.04,1.495,1,37,0.36,640.8405,1520.26,2.99,42.8
Palm Bay,Linda Southworth,Consumer,Direct,Satisified,Female,26/02/11,43137,High,Point of Sales,Office Supplies,Small Box,"Dual Level, Single-Width Filing Carts",Storage & Organization,Outdoor Advertising,South,6088,27/02/11,Regular Air,Florida,32905,0.05,3.535,1,40,0.59,1816.71,6069.05,7.07,155.06
Palm Bay,Linda Southworth,Consumer,Direct,Satisified,Female,12/05/12,30886,Low,Point of Sales,Office Supplies,Small Box,Fellowes Staxonsteel¨ Drawer Files,Storage & Organization,Outdoor Advertising,South,4335,17/05/12,Regular Air,Florida,32905,0.02,9.995,1,28,0.71,534.29,5320.57,19.99,193.17
Palm Bay,Linda Southworth,Consumer,Direct,Satisified,Female,18/01/12,51044,Low,Point of Sales,Office Supplies,Small Box,#6 3/4 Gummed Flap White Envelopes,Envelopes,Outdoor Advertising,South,7153,18/01/12,Regular Air,Florida,32905,0.1,0.695,1,17,0.37,50.19,155.89,1.39,9.9
Lynchburg,Lisa DeCherney,Consumer,Direct,Satisified,Female,06/09/11,50500,Low,Point of Sales,Office Supplies,Wrap Bag,"Wirebound Message Book, 4 per Page",Paper,Outdoor Advertising,South,7076,10/09/11,Regular Air,Virginia,24501,0,0.475,1,11,0.36,22.05,64.86,0.95,5.43
Palm Beach Gardens,Linda Southworth,Consumer,Direct,Satisified,Female,18/01/12,51044,Low,Point of Sales,Office Supplies,Wrap Bag,Avery Hi-Liter¨ Smear-Safe Highlighters,Pens & Art Supplies,Outdoor Advertising,South,7155,25/01/12,Regular Air,Florida,33403,0.01,0.415,1,19,0.49,35.45,117.27,0.83,5.84
Palm Bay,Linda Southworth,Consumer,Direct,Satisified,Female,31/10/10,36003,Medium,Point of Sales,Office Supplies,Small Box,Xerox Blank Computer Paper,Paper,Outdoor Advertising,South,5051,02/11/10,Regular Air,Florida,32905,0.01,2.885,1,48,0.38,349.82,1031.18,5.77,19.98
Palm Bay,Linda Southworth,Consumer,Direct,Satisified,Female,31/10/10,36003,Medium,Point of Sales,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,Outdoor Advertising,South,5050,02/11/10,Regular Air,Florida,32905,0.04,2.84,1,40,0.36,-115.345,207.42,5.68,4.91
Oviedo,Linda Southworth,Consumer,Direct,Satisified,Female,26/03/11,24384,Medium,Point of Sales,Office Supplies,Small Box,Avery 508,Labels,Outdoor Advertising,South,3412,28/03/11,Regular Air,Florida,32765,0.06,0.25,1,44,0.36,95.52,205.11,0.5,4.91
Oviedo,Linda Southworth,Consumer,Direct,Satisified,Female,26/03/11,24384,Medium,Point of Sales,Office Supplies,Small Box,Fellowes Staxonsteel¨ Drawer Files,Storage & Organization,Outdoor Advertising,South,3413,28/03/11,Regular Air,Florida,32765,0.07,9.995,1,21,0.71,294.94,3981.23,19.99,193.17
Palm Bay,Linda Southworth,Consumer,Direct,Satisified,Female,10/06/11,37702,Not Specified,Point of Sales,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,Outdoor Advertising,South,5296,12/06/11,Regular Air,Florida,32905,0.05,2.255,1,44,0.59,26.44,601.78,4.51,13.48
Farragut,Brosina Hoffman,Consumer,Direct,Satisified,Female,20/07/09,25060,Not Specified,Point of Sales,Office Supplies,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,Television Advertising,South,3517,22/07/09,Regular Air,Tennessee,37922,0.03,9.995,1,6,0.35,2070.617,7767.02,19.99,1270.99
Herndon,Tracy Collins,Consumer,Direct,Very Satisfied,Female,25/05/12,17543,Critical,Point of Sales,Office Supplies,Small Box,Xerox 1905,Paper,Window Display,South,2418,25/05/12,Regular Air,Virginia,20170,0.09,4.77,1,1,0.37,-9.17,15.73,9.54,6.48
Herndon,Tracy Collins,Consumer,Direct,Very Satisfied,Female,25/05/12,17543,Critical,Point of Sales,Office Supplies,Small Box,Xerox 197,Paper,Window Display,South,2419,27/05/12,Regular Air,Virginia,20170,0.1,8.54,1,35,0.4,-51.74,1041.74,17.08,30.98
North Port,Steven Ward,Consumer,Direct,Very Satisfied,Female,26/11/11,3622,Low,Point of Sales,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,Outdoor Advertising,South,533,01/12/11,Regular Air,Florida,34287,0.01,2.705,1,16,0.35,-48.507,76.6,5.41,4.24
Ocoee,Sue Ann Reed,Consumer,Direct,Very Satisfied,Female,30/07/11,46305,Low,Point of Sales,Office Supplies,Small Box,"Avery¨ 3 1/2"" Diskette Storage Pages, 10/Pack",Binders and Binder Accessories,Outdoor Advertising,South,6501,03/08/11,Regular Air,Florida,34761,0.08,2.875,1,30,0.39,-18.2505,299.66,5.75,10.44
Oakland Park,Sue Ann Reed,Consumer,Direct,Very Satisfied,Female,23/10/10,16834,Low,Point of Sales,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,Outdoor Advertising,South,2340,25/10/10,Regular Air,Florida,33334,0.08,3.585,1,33,0.38,14.2035,463.42,7.17,14.45
Riviera Beach,Tracy Zic,Consumer,Direct,Very Satisfied,Female,20/07/10,23041,Low,Point of Sales,Office Supplies,Small Box,GBC VeloBinder Strips,Binders and Binder Accessories,Window Display,South,3209,27/07/10,Regular Air,Florida,33404,0.02,3.08,1,21,0.35,-31.5905,173.7,6.16,7.68
Riviera Beach,Tracy Zic,Consumer,Direct,Very Satisfied,Female,20/07/10,23041,Low,Point of Sales,Office Supplies,Small Box,Ibico Ibimaster 300 Manual Binding System,Binders and Binder Accessories,Window Display,South,3210,22/07/10,Regular Air,Florida,33404,0.08,9.995,1,5,0.4,203.439,1811.25,19.99,367.99
Kissimmee,Tracy Collins,Consumer,Direct,Very Satisfied,Female,10/06/12,42887,Medium,Point of Sales,Office Supplies,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,Window Display,South,6051,11/06/12,Regular Air,Florida,34741,0.01,2.88,1,3,0.35,-11.43,35.68,5.76,9.78
Kissimmee,Tracy Collins,Consumer,Direct,Very Satisfied,Female,10/06/12,42887,Medium,Point of Sales,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,Window Display,South,6052,12/06/12,Regular Air,Florida,34741,0.04,4.495,1,11,0.59,-45.65,234.76,8.99,21.38
Royal Palm Beach,Tracy Zic,Consumer,Direct,Very Satisfied,Female,19/11/12,31042,Medium,Point of Sales,Office Supplies,Wrap Bag,Prang Drawing Pencil Set,Pens & Art Supplies,Window Display,South,4354,20/11/12,Regular Air,Florida,33411,0.03,0.6,1,48,0.58,-6.04,134.52,1.2,2.78
Jupiter,Tracy Collins,Consumer,Direct,Very Satisfied,Female,24/06/11,14500,Not Specified,Point of Sales,Office Supplies,Small Box,Xerox Blank Computer Paper,Paper,Window Display,South,2033,26/06/11,Regular Air,Florida,33458,0.07,2.885,1,44,0.38,211.79,839.7,5.77,19.98
Riviera Beach,Tracy Zic,Consumer,Direct,Very Satisfied,Female,02/06/10,12196,Not Specified,Point of Sales,Office Supplies,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,Storage & Organization,Window Display,South,1689,02/06/10,Regular Air,Florida,33404,0.07,9.995,1,25,0.58,2914.56,10330.94,19.99,419.19
Jupiter,Tracy Collins,Consumer,Direct,Very Satisfied,Female,24/06/11,14500,Not Specified,Point of Sales,Office Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,Window Display,South,2034,25/06/11,Regular Air,Florida,33458,0.01,4.495,1,46,0.56,289.02,1662.5,8.99,34.58
Anderson,Saphhira Shifley,Consumer,Direct,Very UnSatisfied,Female,22/06/11,30944,Critical,Point of Sales,Office Supplies,Small Box,GBC Poly Designer Binding Covers,Binders and Binder Accessories,Outdoor Advertising,South,4345,23/06/11,Regular Air,South Carolina,29624,0.01,2.54,1,32,0.36,133.5605,546.01,5.08,16.74
Charleston,Saphhira Shifley,Consumer,Direct,Very UnSatisfied,Female,26/11/09,55906,Critical,Point of Sales,Office Supplies,Small Box,Avery Heavy-Duty EZD ª Binder With Locking Rings,Binders and Binder Accessories,Outdoor Advertising,South,7817,28/11/09,Regular Air,South Carolina,29418,0.02,1.495,1,49,0.37,14.841,276.3,2.99,5.58
Charleston,Saphhira Shifley,Consumer,Direct,Very UnSatisfied,Female,26/11/09,55906,Critical,Point of Sales,Office Supplies,Small Box,Desktop 3-Pocket Hot File¨,Storage & Organization,Outdoor Advertising,South,7819,27/11/09,Regular Air,South Carolina,29418,0.02,9.995,1,42,0.59,-19.37,2269.01,19.99,54.1
Columbia,Sarah Brown,Consumer,Direct,Very UnSatisfied,Female,10/05/10,2241,Critical,Point of Sales,Office Supplies,Small Box,Large Capacity Hanging Post Binders,Binders and Binder Accessories,Outdoor Advertising,South,326,12/05/10,Regular Air,Tennessee,38401,0.04,1.495,1,38,0.39,369.325,967.78,2.99,24.95
Charleston,Saphhira Shifley,Consumer,Direct,Very UnSatisfied,Female,26/11/09,55906,Critical,Point of Sales,Office Supplies,Wrap Bag,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Paper,Outdoor Advertising,South,7818,27/11/09,Regular Air,South Carolina,29418,0.06,0.625,1,15,0.35,43.92,120.52,1.25,7.98
Anderson,Saphhira Shifley,Consumer,Direct,Very UnSatisfied,Female,22/07/12,43556,Low,Point of Sales,Office Supplies,Wrap Bag,White GlueTop Scratch Pads,Paper,Outdoor Advertising,South,6153,27/07/12,Regular Air,South Carolina,29624,0.02,0.985,1,31,0.39,204.18,477.16,1.97,15.04
Woodstock,Julia Dunbar,Consumer,Direct,Very UnSatisfied,Female,09/06/10,43207,Low,Point of Sales,Office Supplies,Wrap Bag,"Sanford Colorific¨ Eraseable Coloring Pencils, 12 Count",Pens & Art Supplies,Outdoor Advertising,South,6100,16/06/10,Regular Air,Georgia,30188,0.05,0.975,1,41,0.42,-3.06,139.93,1.95,3.28
Woodstock,Julia Dunbar,Consumer,Direct,Very UnSatisfied,Female,09/06/10,43207,Low,Point of Sales,Office Supplies,Wrap Bag,Colored Push Pins,Rubber Bands,Outdoor Advertising,South,6101,11/06/10,Regular Air,Georgia,30188,0.05,0.78,1,8,0.49,-7.75,15.45,1.56,1.81
Aiken,Saphhira Shifley,Consumer,Direct,Very UnSatisfied,Female,15/03/11,11109,Medium,Point of Sales,Office Supplies,Wrap Bag,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Paper,Outdoor Advertising,South,1541,16/03/11,Regular Air,South Carolina,29801,0.08,0.855,1,18,0.4,31.52,130.38,1.71,7.4
Aiken,Saphhira Shifley,Consumer,Direct,Very UnSatisfied,Female,12/12/10,16579,Not Specified,Point of Sales,Office Supplies,Small Box,Staples¨ General Use 3-Ring Binders,Binders and Binder Accessories,Outdoor Advertising,South,2300,13/12/10,Regular Air,South Carolina,29801,0.05,0.745,1,33,0.37,-13.708,63.96,1.49,1.88
Columbia,Sarah Brown,Consumer,Direct,Very UnSatisfied,Female,05/03/12,2240,Not Specified,Point of Sales,Office Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,Outdoor Advertising,South,325,06/03/12,Regular Air,Tennessee,38401,0.06,3.085,1,5,0.55,-22.12,142.44,6.17,28.15
